state,year,type,source,descrip,spon_names_raw,spon_names_clean,spon_total,spon_women,spon_men,prop_spon_women,spon_white,spon_black,spon_hispanic,spon_asian,spon_native,spon_islander,spon_other,spon_minority,spon_dem,spon_rep,spon_thi,spon_np,prop_spon_dem
Colorado,2023,abor_man,SB 189,"Requires abortion coverage in all private plans, including ACA Marketplace plans: 2025","Sen. Lisa Cutter [D], Sen. Dominick Moreno [D], Rep. Lorena Garcia [D], Sen. Dafna Michaelson Jenet [D], Sen. Julie Gonzales [D], Sen. Sonya Jaquez Lewis [D], Sen. Janice Marchman [D], Sen. Faith Winter [D], Rep. Elisabeth Epps [D], Rep. Meg Froelich [D], Rep. Karen McCormick [D], Rep. Brianna Titone [D], Sen. Janet Buckner [D], Sen. James Coleman [D], Sen. Jessie Danielson [D], Sen. Steve Fenberg [D], Sen. Rhonda Fields [D], Sen. Joann Ginal [D], Sen. Nick Hinrichsen [D], Sen. Kyle Mullica [D], Sen. Tom Sullivan [D], Sen. Judith Amabile [D], Rep. Jennifer Bacon [D], Rep. Shannon Bird [D], Rep. Andrew Boesenecker [D], Rep. Kyle Brown [D], Sen. Lindsey Daugherty [D], Rep. Ruby Dickson [D], Rep. Monica Duran [D], Rep. Serena Gonzales-Gutierrez [D], Rep. Eliza Hamrick [D], Sen. Iman Jodeh [D], Rep. Junie Joseph [D], Sen. Cathy Kipp [D], Rep. Sheila Lieder [D], Rep. Mandy Lindsay [D], Rep. William Lindstedt [D], Rep. Meghan Lukens [D], Rep. Javier Mabrey [D], Rep. Julie McCluskie [D], Rep. Barbara McLachlan [D], Rep. David Ortiz [D], Rep. Jennifer Parenti [D], Rep. Naquetta Ricks [D], Rep. Said Sharbini [D], Rep. Emily Sirota [D], Sen. Marc Snyder [D], Rep. Tammy Story [D], Rep. Elizabeth Velasco [D], Rep. Stephanie Vigil [D], Rep. Jenny Willford [D], Rep. Steven Woodrow [D], Rep. Mary Young [D], Rep. Chris Kennedy [D]","Sen. Lisa Cutter [D], Sen. Dominick Moreno [D], Rep. Lorena Garcia [D], Sen. Dafna Michaelson Jenet [D], Sen. Julie Gonzales [D], Sen. Sonya Jaquez Lewis [D], Sen. Janice Marchman [D], Sen. Faith Winter [D], Rep. Elisabeth Epps [D], Rep. Meg Froelich [D], Rep. Karen McCormick [D], Rep. Brianna Titone [D], Sen. Janet Buckner [D], Sen. James Coleman [D], Sen. Jessie Danielson [D], Sen. Steve Fenberg [D], Sen. Rhonda Fields [D], Sen. Joann Ginal [D], Sen. Nick Hinrichsen [D], Sen. Kyle Mullica [D], Sen. Tom Sullivan [D], Sen. Judith Amabile [D], Rep. Jennifer Bacon [D], Rep. Shannon Bird [D], Rep. Andrew Boesenecker [D], Rep. Kyle Brown [D], Sen. Lindsey Daugherty [D], Rep. Ruby Dickson [D], Rep. Monica Duran [D], Rep. Serena Gonzales-Gutierrez [D], Rep. Eliza Hamrick [D], Sen. Iman Jodeh [D], Rep. Junie Joseph [D], Sen. Cathy Kipp [D], Rep. Sheila Lieder [D], Rep. Mandy Lindsay [D], Rep. William Lindstedt [D], Rep. Meghan Lukens [D], Rep. Javier Mabrey [D], Rep. Julie McCluskie [D], Rep. Barbara McLachlan [D], Rep. David Ortiz [D], Rep. Jennifer Parenti [D], Rep. Naquetta Ricks [D], Rep. Said Sharbini [D], Rep. Emily Sirota [D], Sen. Marc Snyder [D], Rep. Tammy Story [D], Rep. Elizabeth Velasco [D], Rep. Stephanie Vigil [D], Rep. Jenny Willford [D], Rep. Steven Woodrow [D], Rep. Mary Young [D], Rep. Chris Kennedy [D]",54,38,16,0.7037037037,,,,,,,,0,54,0,0,0,1
Colorado,2023,contra_ex_sup,SB 284,Mandated insurance coverage for 12-month FDA approved prescription contraceptives.,"Sen. Janice Marchman [D] Sen. Janice Rich [R] Rep. Eliza Hamrick [D] Rep. Richard Holtorf [R], Sen. Mark Baisley [R] Sen. Jeff Bridges [D] Sen. Janet Buckner [D] Sen. James Coleman [D], Sen. Lisa Cutter [D] Sen. Jessie Danielson [D] Sen. Thomas Exum [D] Sen. Rhonda Fields [D], Sen. Bob Gardner [R] Sen. Joann Ginal [D] Sen. Julie Gonzales [D] Sen. Sonya Jaquez Lewis [D], Sen. Barbara Kirkmeyer [R] Sen. Larry Liston [R] Sen. Paul Lundeen [R] Sen. Kyle Mullica [D], Sen. Byron Pelton [R] Sen. Rod Pelton [R] Sen. Kevin Priola [D] Sen. Dylan Roberts [D], Sen. Cleave Simpson [R] Sen. Jim Smallwood [R] Sen. Perry Will [R] Sen. Faith Winter [D], Rep. Ryan Armagost [R] Rep. Jennifer Bacon [D] Rep. Shannon Bird [D] Rep. Andrew Boesenecker [D], Rep. Kyle Brown [D] Rep. Ruby Dickson [D] Rep. Monica Duran [D] Rep. Regina English [D], Rep. Meg Froelich [D] Rep. Lorena Garcia [D] Sen. Iman Jodeh [D] Rep. Junie Joseph [D], Rep. Mandy Lindsay [D] Rep. Meghan Lukens [D] Rep. Michael Lynch [R] Rep. Bob Marshall [D], Rep. Julie McCluskie [D] Rep. Karen McCormick [D] Rep. Barbara McLachlan [D] Sen. Dafna Michaelson Jenet [D], Rep. David Ortiz [D] Rep. Jennifer Parenti [D] Rep. Naquetta Ricks [D] Rep. Said Sharbini [D], Sen. Marc Snyder [D] Rep. Tammy Story [D] Rep. Brianna Titone [D] Rep. Alex Valdez [D], Rep. Elizabeth Velasco [D] Sen. Michael Weissman [D] Rep. Jenny Willford [D] Rep. Steven Woodrow [D], Rep. Mary Young [D]","Sen. Janice Marchman [D] Sen. Janice Rich [R] Rep. Eliza Hamrick [D] Rep. Richard Holtorf [R], Sen. Mark Baisley [R] Sen. Jeff Bridges [D] Sen. Janet Buckner [D] Sen. James Coleman [D], Sen. Lisa Cutter [D] Sen. Jessie Danielson [D] Sen. Thomas Exum [D] Sen. Rhonda Fields [D], Sen. Bob Gardner [R] Sen. Joann Ginal [D] Sen. Julie Gonzales [D] Sen. Sonya Jaquez Lewis [D], Sen. Barbara Kirkmeyer [R] Sen. Larry Liston [R] Sen. Paul Lundeen [R] Sen. Kyle Mullica [D], Sen. Byron Pelton [R] Sen. Rod Pelton [R] Sen. Kevin Priola [D] Sen. Dylan Roberts [D], Sen. Cleave Simpson [R] Sen. Jim Smallwood [R] Sen. Perry Will [R] Sen. Faith Winter [D], Rep. Ryan Armagost [R] Rep. Jennifer Bacon [D] Rep. Shannon Bird [D] Rep. Andrew Boesenecker [D], Rep. Kyle Brown [D] Rep. Ruby Dickson [D] Rep. Monica Duran [D] Rep. Regina English [D], Rep. Meg Froelich [D] Rep. Lorena Garcia [D] Sen. Iman Jodeh [D] Rep. Junie Joseph [D], Rep. Mandy Lindsay [D] Rep. Meghan Lukens [D] Rep. Michael Lynch [R] Rep. Bob Marshall [D], Rep. Julie McCluskie [D] Rep. Karen McCormick [D] Rep. Barbara McLachlan [D] Sen. Dafna Michaelson Jenet [D], Rep. David Ortiz [D] Rep. Jennifer Parenti [D] Rep. Naquetta Ricks [D] Rep. Said Sharbini [D], Sen. Marc Snyder [D] Rep. Tammy Story [D] Rep. Brianna Titone [D] Rep. Alex Valdez [D], Rep. Elizabeth Velasco [D] Sen. Michael Weissman [D] Rep. Jenny Willford [D] Rep. Steven Woodrow [D], Rep. Mary Young [D]",61,33,28,0.5409836066,,,,,,,,0,47,14,0,0,0.7704918033
Colorado,2023,contra_no_share,SB 189,No cost sharing for all reproductive health care.,"Sen. Lisa Cutter [D], Sen. Dominick Moreno [D], Rep. Lorena Garcia [D], Sen. Dafna Michaelson Jenet [D], Sen. Julie Gonzales [D], Sen. Sonya Jaquez Lewis [D], Sen. Janice Marchman [D], Sen. Faith Winter [D], Rep. Elisabeth Epps [D], Rep. Meg Froelich [D], Rep. Karen McCormick [D], Rep. Brianna Titone [D], Sen. Janet Buckner [D], Sen. James Coleman [D], Sen. Jessie Danielson [D], Sen. Steve Fenberg [D], Sen. Rhonda Fields [D], Sen. Joann Ginal [D], Sen. Nick Hinrichsen [D], Sen. Kyle Mullica [D], Sen. Tom Sullivan [D], Sen. Judith Amabile [D], Rep. Jennifer Bacon [D], Rep. Shannon Bird [D], Rep. Andrew Boesenecker [D], Rep. Kyle Brown [D], Sen. Lindsey Daugherty [D], Rep. Ruby Dickson [D], Rep. Monica Duran [D], Rep. Serena Gonzales-Gutierrez [D], Rep. Eliza Hamrick [D], Sen. Iman Jodeh [D], Rep. Junie Joseph [D], Sen. Cathy Kipp [D], Rep. Sheila Lieder [D], Rep. Mandy Lindsay [D], Rep. William Lindstedt [D], Rep. Meghan Lukens [D], Rep. Javier Mabrey [D], Rep. Julie McCluskie [D], Rep. Barbara McLachlan [D], Rep. David Ortiz [D], Rep. Jennifer Parenti [D], Rep. Naquetta Ricks [D], Rep. Said Sharbini [D], Rep. Emily Sirota [D], Sen. Marc Snyder [D], Rep. Tammy Story [D], Rep. Elizabeth Velasco [D], Rep. Stephanie Vigil [D], Rep. Jenny Willford [D], Rep. Steven Woodrow [D], Rep. Mary Young [D], Rep. Chris Kennedy [D]","Sen. Lisa Cutter [D], Sen. Dominick Moreno [D], Rep. Lorena Garcia [D], Sen. Dafna Michaelson Jenet [D], Sen. Julie Gonzales [D], Sen. Sonya Jaquez Lewis [D], Sen. Janice Marchman [D], Sen. Faith Winter [D], Rep. Elisabeth Epps [D], Rep. Meg Froelich [D], Rep. Karen McCormick [D], Rep. Brianna Titone [D], Sen. Janet Buckner [D], Sen. James Coleman [D], Sen. Jessie Danielson [D], Sen. Steve Fenberg [D], Sen. Rhonda Fields [D], Sen. Joann Ginal [D], Sen. Nick Hinrichsen [D], Sen. Kyle Mullica [D], Sen. Tom Sullivan [D], Sen. Judith Amabile [D], Rep. Jennifer Bacon [D], Rep. Shannon Bird [D], Rep. Andrew Boesenecker [D], Rep. Kyle Brown [D], Sen. Lindsey Daugherty [D], Rep. Ruby Dickson [D], Rep. Monica Duran [D], Rep. Serena Gonzales-Gutierrez [D], Rep. Eliza Hamrick [D], Sen. Iman Jodeh [D], Rep. Junie Joseph [D], Sen. Cathy Kipp [D], Rep. Sheila Lieder [D], Rep. Mandy Lindsay [D], Rep. William Lindstedt [D], Rep. Meghan Lukens [D], Rep. Javier Mabrey [D], Rep. Julie McCluskie [D], Rep. Barbara McLachlan [D], Rep. David Ortiz [D], Rep. Jennifer Parenti [D], Rep. Naquetta Ricks [D], Rep. Said Sharbini [D], Rep. Emily Sirota [D], Sen. Marc Snyder [D], Rep. Tammy Story [D], Rep. Elizabeth Velasco [D], Rep. Stephanie Vigil [D], Rep. Jenny Willford [D], Rep. Steven Woodrow [D], Rep. Mary Young [D], Rep. Chris Kennedy [D]",54,38,16,0.7037037037,,,,,,,,0,54,0,0,0,1
Colorado,2023,contra_otc_wo_script,Senate Bill 284,Mandated insurance coverage for FDA approved over-the-counter contraceptives without prescription.,"Sen. Jeff Bridges [D]	Sen. Jessie Danielson [D]	Sen. Iman Jodeh [D]	Rep. Ron Weinberg [R]
Sen. Janet Buckner [D]	Sen. James Coleman [D]	Sen. Lisa Cutter [D]	Sen. Thomas Exum [D]
Sen. Joann Ginal [D]	Sen. Julie Gonzales [D]	Sen. Chris Hansen [D]	Sen. Nick Hinrichsen [D]
Sen. Sonya Jaquez Lewis [D]	Sen. Chris Kolker [D]	Sen. Janice Marchman [D]	Sen. Dominick Moreno [D]
Sen. Kyle Mullica [D]	Sen. Dylan Roberts [D]	Sen. Robert Rodriguez [D]	Sen. Tom Sullivan [D]
Sen. Faith Winter [D]	Sen. Rachel Zenzinger [D]	Sen. Judith Amabile [D]	Rep. Shannon Bird [D]
Rep. Andrew Boesenecker [D]	Rep. Kyle Brown [D]	Rep. Ruby Dickson [D]	Rep. Monica Duran [D]
Rep. Regina English [D]	Rep. Elisabeth Epps [D]	Rep. Meg Froelich [D]	Rep. Lorena Garcia [D]
Rep. Serena Gonzales-Gutierrez [D]	Rep. Eliza Hamrick [D]	Rep. Leslie Herod [D]	Rep. Junie Joseph [D]
Sen. Cathy Kipp [D]	Rep. Sheila Lieder [D]	Rep. Mandy Lindsay [D]	Rep. William Lindstedt [D]
Rep. Meghan Lukens [D]	Rep. Javier Mabrey [D]	Rep. Matthew Martinez [D]	Rep. Tisha Mauro [D]
Rep. Julie McCluskie [D]	Rep. Karen McCormick [D]	Rep. Barbara McLachlan [D]	Rep. Jennifer Parenti [D]
Rep. Said Sharbini [D]	Rep. Emily Sirota [D]	Sen. Marc Snyder [D]	Rep. Tammy Story [D]
Rep. Brianna Titone [D]	Rep. Elizabeth Velasco [D]	Rep. Stephanie Vigil [D]	Sen. Michael Weissman [D]
Rep. Jenny Willford [D]	Rep. Steven Woodrow [D]	Rep. Chris Kennedy [D]","Sen. Jeff Bridges [D], Sen. Jessie Danielson [D], Sen. Iman Jodeh [D], Rep. Ron Weinberg [R], Sen. Janet Buckner [D], Sen. James Coleman [D], Sen. Lisa Cutter [D], Sen. Thomas Exum [D], Sen. Joann Ginal [D], Sen. Julie Gonzales [D], Sen. Chris Hansen [D], Sen. Nick Hinrichsen [D], Sen. Sonya Jaquez Lewis [D], Sen. Chris Kolker [D], Sen. Janice Marchman [D], Sen. Dominick Moreno [D], Sen. Kyle Mullica [D], Sen. Dylan Roberts [D], Sen. Robert Rodriguez [D], Sen. Tom Sullivan [D], Sen. Faith Winter [D], Sen. Rachel Zenzinger [D], Sen. Judith Amabile [D], Rep. Shannon Bird [D], Rep. Andrew Boesenecker [D], Rep. Kyle Brown [D], Rep. Ruby Dickson [D], Rep. Monica Duran [D], Rep. Regina English [D], Rep. Elisabeth Epps [D], Rep. Meg Froelich [D], Rep. Lorena Garcia [D], Rep. Serena Gonzales-Gutierrez [D], Rep. Eliza Hamrick [D], Rep. Leslie Herod [D], Rep. Junie Joseph [D], Sen. Cathy Kipp [D], Rep. Sheila Lieder [D], Rep. Mandy Lindsay [D], Rep. William Lindstedt [D], Rep. Meghan Lukens [D], Rep. Javier Mabrey [D], Rep. Matthew Martinez [D], Rep. Tisha Mauro [D], Rep. Julie McCluskie [D], Rep. Karen McCormick [D], Rep. Barbara McLachlan [D], Rep. Jennifer Parenti [D], Rep. Said Sharbini [D], Rep. Emily Sirota [D], Sen. Marc Snyder [D], Rep. Tammy Story [D], Rep. Brianna Titone [D], Rep. Elizabeth Velasco [D], Rep. Stephanie Vigil [D], Sen. Michael Weissman [D], Rep. Jenny Willford [D], Rep. Steven Woodrow [D], Rep. Chris Kennedy [D]",59,36,23,0.6101694915,,,,,,,,0,58,1,0,0,0.9830508475
Colorado,2023,contra_otc_wo_script,SB 284,Mandated insurance coverage for FDA approved over-the-counter contraceptives without prescription.,"Sen. Janice Marchman [D] Sen. Janice Rich [R] Rep. Eliza Hamrick [D] Rep. Richard Holtorf [R], Sen. Mark Baisley [R] Sen. Jeff Bridges [D] Sen. Janet Buckner [D] Sen. James Coleman [D], Sen. Lisa Cutter [D] Sen. Jessie Danielson [D] Sen. Thomas Exum [D] Sen. Rhonda Fields [D], Sen. Bob Gardner [R] Sen. Joann Ginal [D] Sen. Julie Gonzales [D] Sen. Sonya Jaquez Lewis [D], Sen. Barbara Kirkmeyer [R] Sen. Larry Liston [R] Sen. Paul Lundeen [R] Sen. Kyle Mullica [D], Sen. Byron Pelton [R] Sen. Rod Pelton [R] Sen. Kevin Priola [D] Sen. Dylan Roberts [D], Sen. Cleave Simpson [R] Sen. Jim Smallwood [R] Sen. Perry Will [R] Sen. Faith Winter [D], Rep. Ryan Armagost [R] Rep. Jennifer Bacon [D] Rep. Shannon Bird [D] Rep. Andrew Boesenecker [D], Rep. Kyle Brown [D] Rep. Ruby Dickson [D] Rep. Monica Duran [D] Rep. Regina English [D], Rep. Meg Froelich [D] Rep. Lorena Garcia [D] Sen. Iman Jodeh [D] Rep. Junie Joseph [D], Rep. Mandy Lindsay [D] Rep. Meghan Lukens [D] Rep. Michael Lynch [R] Rep. Bob Marshall [D], Rep. Julie McCluskie [D] Rep. Karen McCormick [D] Rep. Barbara McLachlan [D] Sen. Dafna Michaelson Jenet [D], Rep. David Ortiz [D] Rep. Jennifer Parenti [D] Rep. Naquetta Ricks [D] Rep. Said Sharbini [D], Sen. Marc Snyder [D] Rep. Tammy Story [D] Rep. Brianna Titone [D] Rep. Alex Valdez [D], Rep. Elizabeth Velasco [D] Sen. Michael Weissman [D] Rep. Jenny Willford [D] Rep. Steven Woodrow [D], Rep. Mary Young [D]","Sen. Janice Marchman [D] Sen. Janice Rich [R] Rep. Eliza Hamrick [D] Rep. Richard Holtorf [R], Sen. Mark Baisley [R] Sen. Jeff Bridges [D] Sen. Janet Buckner [D] Sen. James Coleman [D], Sen. Lisa Cutter [D] Sen. Jessie Danielson [D] Sen. Thomas Exum [D] Sen. Rhonda Fields [D], Sen. Bob Gardner [R] Sen. Joann Ginal [D] Sen. Julie Gonzales [D] Sen. Sonya Jaquez Lewis [D], Sen. Barbara Kirkmeyer [R] Sen. Larry Liston [R] Sen. Paul Lundeen [R] Sen. Kyle Mullica [D], Sen. Byron Pelton [R] Sen. Rod Pelton [R] Sen. Kevin Priola [D] Sen. Dylan Roberts [D], Sen. Cleave Simpson [R] Sen. Jim Smallwood [R] Sen. Perry Will [R] Sen. Faith Winter [D], Rep. Ryan Armagost [R] Rep. Jennifer Bacon [D] Rep. Shannon Bird [D] Rep. Andrew Boesenecker [D], Rep. Kyle Brown [D] Rep. Ruby Dickson [D] Rep. Monica Duran [D] Rep. Regina English [D], Rep. Meg Froelich [D] Rep. Lorena Garcia [D] Sen. Iman Jodeh [D] Rep. Junie Joseph [D], Rep. Mandy Lindsay [D] Rep. Meghan Lukens [D] Rep. Michael Lynch [R] Rep. Bob Marshall [D], Rep. Julie McCluskie [D] Rep. Karen McCormick [D] Rep. Barbara McLachlan [D] Sen. Dafna Michaelson Jenet [D], Rep. David Ortiz [D] Rep. Jennifer Parenti [D] Rep. Naquetta Ricks [D] Rep. Said Sharbini [D], Sen. Marc Snyder [D] Rep. Tammy Story [D] Rep. Brianna Titone [D] Rep. Alex Valdez [D], Rep. Elizabeth Velasco [D] Sen. Michael Weissman [D] Rep. Jenny Willford [D] Rep. Steven Woodrow [D], Rep. Mary Young [D]",61,33,28,0.5409836066,,,,,,,,0,47,14,0,0,0.7704918033
Connecticut,2011,er_dys_man,CB 396,Mandates insurance coverage for erectile dysfunction treatment.,"Rep. Joseph Aresimowicz [D]	Rep. David Baram [D]	Rep. Elizabeth Boukus [D]	Sen. Stephen Cassano [D]
Sen. Joseph Crisco [D]	Rep. Paul Davis [D]	Sen. Mae Flexer [D]	Sen. Edwin Gomes [D]
Rep. Gregory Haddad [D]	Sen. Toni Harp [D]	House Insurance and Real Estate Committee	Rep. David Kiner [D]
Sen. John Kissel [R]	Sen. Martin Looney [D]	Sen. Edward Meyer [D]	Rep. Russell Morin [D]
Sen. Edith Prague [D]	Sen. Gayle Slossberg [D]	Sen. Donald Williams [D]	Rep. Bruce Zalaski [D]","Rep. Joseph Aresimowicz [D], Rep. David Baram [D], Rep. Elizabeth Boukus [D], Sen. Stephen Cassano [D], Sen. Joseph Crisco [D], Rep. Paul Davis [D], Sen. Mae Flexer [D], Sen. Edwin Gomes [D], Rep. Gregory Haddad [D], Sen. Toni Harp [D], House Insurance and Real Estate Committee, Rep. David Kiner [D], Sen. John Kissel [R], Sen. Martin Looney [D], Sen. Edward Meyer [D], Rep. Russell Morin [D], Sen. Edith Prague [D], Sen. Gayle Slossberg [D], Sen. Donald Williams [D], Rep. Bruce Zalaski [D]",19,5,14,0.2631578947,,,,,,,,0,18,1,0,0,0.9473684211
Connecticut,2011,pros_scr,CB 396,Mandates insurance coverage for treatment and screening of prostate cancer.,"Rep. Joseph Aresimowicz [D]        Rep. David Baram [D]        Rep. Elizabeth Boukus [D]        Sen. Stephen Cassano [D]
Sen. Joseph Crisco [D]        Rep. Paul Davis [D]        Sen. Mae Flexer [D]        Sen. Edwin Gomes [D]
Rep. Gregory Haddad [D]        Sen. Toni Harp [D]             Rep. David Kiner [D]
Sen. John Kissel [R]        Sen. Martin Looney [D]        Sen. Edward Meyer [D]        Rep. Russell Morin [D]
Sen. Edith Prague [D]        Sen. Gayle Slossberg [D]        Sen. Donald Williams [D]        Rep. Bruce Zalaski [D]","Rep. Joseph Aresimowicz [D] Rep. David Baram [D] Rep. Elizabeth Boukus [D] Sen. Stephen Cassano [D], Sen. Joseph Crisco [D] Rep. Paul Davis [D] Sen. Mae Flexer [D] Sen. Edwin Gomes [D], Rep. Gregory Haddad [D] Sen. Toni Harp [D] Rep. David Kiner [D], Sen. John Kissel [R] Sen. Martin Looney [D] Sen. Edward Meyer [D] Rep. Russell Morin [D], Sen. Edith Prague [D] Sen. Gayle Slossberg [D] Sen. Donald Williams [D] Rep. Bruce Zalaski [D]",19,5,14,0.2631578947,,,,,,,,0,18,1,0,0,0.9473684211
Connecticut,2018,contra_ex_sup,HB 5210,Mandated insurance coverage for 12-month FDA approved prescription contraceptives.,,,0,,,0,,,,,,,,0,,,,,0
Connecticut,2018,contra_no_share,HB 5210,No cost sharing for FDA approved contraceptives.,,,0,,,0,,,,,,,,0,,,,,0
Connecticut,2018,contra_otc_script,HB 5210,Mandated insurance coverage for FDA approved over-the-counter contraceptives with prescription.,,,0,,,0,,,,,,,,0,,,,,0
Connecticut,2018,contra_script,HB 5210,Mandated insurance coverage for FDA-Approved contraceptives with a prescription. ,,,0,,,0,,,,,,,,0,,,,,0
Delaware,2017,contra_no_share,SB 151,No cost sharing for FDA approved contraceptives.,"Sen. Margaret Henry [D], Sen. Bryan Townsend [D], Rep. Debra Heffernan [D], Sen. Catherine Cloutier [R], Sen. Stephanie Hansen [D], Sen. Nicole Poore [D], Sen. David Sokola [D], Rep. Paul Baumbach [D], Rep. David Bentz [D], Rep. Stephanie Bolden [D], Rep. James Johnson [D], Rep. Helene Keeley [D], Rep. John Kowalko [D], Rep. Sean Lynn [D], Sen. Charles Paradee [D], Rep. John Viola [D]","Sen. Margaret Henry [D], Sen. Bryan Townsend [D], Rep. Debra Heffernan [D], Sen. Catherine Cloutier [R], Sen. Stephanie Hansen [D], Sen. Nicole Poore [D], Sen. David Sokola [D], Rep. Paul Baumbach [D], Rep. David Bentz [D], Rep. Stephanie Bolden [D], Rep. James Johnson [D], Rep. Helene Keeley [D], Rep. John Kowalko [D], Rep. Sean Lynn [D], Sen. Charles Paradee [D], Rep. John Viola [D]",16,7,9,0.4375,,,,,,,,0,15,1,0,0,0.9375
Delaware,2018,contra_ex_sup,SB 151,Mandated insurance coverage for 12-month FDA approved prescription contraceptives.,"Sen. Margaret Henry [D], Sen. Bryan Townsend [D], Rep. Debra Heffernan [D], Sen. Catherine Cloutier [R], Sen. Stephanie Hansen [D], Sen. Nicole Poore [D], Sen. David Sokola [D], Rep. Paul Baumbach [D], Rep. David Bentz [D], Rep. Stephanie Bolden [D], Rep. James Johnson [D], Rep. Helene Keeley [D], Rep. John Kowalko [D], Rep. Sean Lynn [D], Sen. Charles Paradee [D], Rep. John Viola [D]","Sen. Margaret Henry [D], Sen. Bryan Townsend [D], Rep. Debra Heffernan [D], Sen. Catherine Cloutier [R], Sen. Stephanie Hansen [D], Sen. Nicole Poore [D], Sen. David Sokola [D], Rep. Paul Baumbach [D], Rep. David Bentz [D], Rep. Stephanie Bolden [D], Rep. James Johnson [D], Rep. Helene Keeley [D], Rep. John Kowalko [D], Rep. Sean Lynn [D], Sen. Charles Paradee [D], Rep. John Viola [D]",16,7,9,0.4375,,,,,,,,0,15,1,0,0,0.9375
Delaware,2018,contra_script,SB 151,Mandated insurance coverage for FDA-Approved contraceptives with a prescription. ,"Sen. Margaret Henry [D], Sen. Bryan Townsend [D], Rep. Debra Heffernan [D], Sen. Catherine Cloutier [R], Sen. Stephanie Hansen [D], Sen. Nicole Poore [D], Sen. David Sokola [D], Rep. Paul Baumbach [D], Rep. David Bentz [D], Rep. Stephanie Bolden [D], Rep. James Johnson [D], Rep. Helene Keeley [D], Rep. John Kowalko [D], Rep. Sean Lynn [D], Sen. Charles Paradee [D], Rep. John Viola [D]","Sen. Margaret Henry [D], Sen. Bryan Townsend [D], Rep. Debra Heffernan [D], Sen. Catherine Cloutier [R], Sen. Stephanie Hansen [D], Sen. Nicole Poore [D], Sen. David Sokola [D], Rep. Paul Baumbach [D], Rep. David Bentz [D], Rep. Stephanie Bolden [D], Rep. James Johnson [D], Rep. Helene Keeley [D], Rep. John Kowalko [D], Rep. Sean Lynn [D], Sen. Charles Paradee [D], Rep. John Viola [D]",16,7,9,0.4375,,,,,,,,0,15,1,0,0,0.9375
Delaware,2018,fer_treat,SB 139,Mandates insurance coverage for diagnosis and treatment of infertility and fertility services. ,"Sen. Bryan Townsend [D]	Rep. Valerie Longhurst [D]	Sen. Catherine Cloutier [R]	Sen. Bruce Ennis [D]
Sen. Stephanie Hansen [D]	Sen. Margaret Henry [D]	Sen. Ernesto Lopez [R]	Sen. Nicole Poore [D]
Sen. Gary Simpson [R]	Sen. David Sokola [D]	Rep. Paul Baumbach [D]	Rep. Andria Bennett [D]
Rep. David Bentz [D]	Rep. Stephanie Bolden [D]	Rep. Gerald Brady [D]	Rep. William Carson [D]
Rep. Debra Heffernan [D]	Rep. Kevin Hensley [R]	Rep. Deborah Hudson [R]	Rep. Earl Jaques [D]
Rep. Helene Keeley [D]	Rep. Sean Lynn [D]	Rep. Sean Matthews [D]	Rep. John Mitchell [D]
Sen. Charles Paradee [D]	Rep. Melanie Smith [D]	Rep. Kimberly Williams [D]","Sen. Bryan Townsend [D], Rep. Valerie Longhurst [D], Sen. Catherine Cloutier [R], Sen. Bruce Ennis [D], Sen. Stephanie Hansen [D], Sen. Margaret Henry [D], Sen. Ernesto Lopez [R], Sen. Nicole Poore [D], Sen. Gary Simpson [R], Sen. David Sokola [D], Rep. Paul Baumbach [D], Rep. Andria Bennett [D], Rep. David Bentz [D], Rep. Stephanie Bolden [D], Rep. Gerald Brady [D], Rep. William Carson [D], Rep. Debra Heffernan [D], Rep. Kevin Hensley [R], Rep. Deborah Hudson [R], Rep. Earl Jaques [D], Rep. Helene Keeley [D], Rep. Sean Lynn [D], Rep. Sean Matthews [D], Rep. John Mitchell [D], Sen. Charles Paradee [D], Rep. Melanie Smith [D], Rep. Kimberly Williams [D]",27,12,15,0.4444444444,,,,,,,,0,22,5,0,0,0.8148148148
Delaware,2024,contra_otc_wo_script,"
SB 232",Mandated insurance coverage for FDA approved over-the-counter contraceptives without prescription.,"Sen. Kyle Gay [D], Rep. Debra Heffernan [D], Rep. Melissa Minor-Brown [D], Rep. Sherry Dorsey Walker [D], Rep. Krista Griffith [D], Rep. Larry Lambert [D], Sen. Stephanie Hansen [D], Sen. Kyra Hoffner [D], Sen. Russ Huxtable [D], Sen. Sarah McBride [D], Sen. Marie Pinkney [D], Sen. Nicole Poore [D], Rep. Kendra Johnson [D], Rep. Valerie Longhurst [D], Rep. Sean Lynn [D], Rep. Eric Morrison [D], Rep. DeShanna Neal [D], Rep. Cyndie Romer [D]","Sen. Kyle Gay [D], Rep. Debra Heffernan [D], Rep. Melissa Minor-Brown [D], Rep. Sherry Dorsey Walker [D], Rep. Krista Griffith [D], Rep. Larry Lambert [D], Sen. Stephanie Hansen [D], Sen. Kyra Hoffner [D], Sen. Russ Huxtable [D], Sen. Sarah McBride [D], Sen. Marie Pinkney [D], Sen. Nicole Poore [D], Rep. Kendra Johnson [D], Rep. Valerie Longhurst [D], Rep. Sean Lynn [D], Rep. Eric Morrison [D], Rep. DeShanna Neal [D], Rep. Cyndie Romer [D]",18,13,5,0.7222222222,,,,,,,,0,18,0,0,0,1
